,제목,URL,내용,사이트,채널,날짜1,날짜2,input,after preprocessing
2559,환자복 팔아요ㅎㅎ솔찌깋 이런건 하나씩있어야 쎈쑤잇는여자ㅎㅎ...,https://cafe.naver.com/idolis/1719083?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imlkb2xpcyIsImFydGljbGVJZCI6MTcxOTA4MywiaXNzdWVkQXQiOjE2MjU0MDc5NTk2ODR9._T_nW5vMyDjXH1F7OrpGLNoWK64n_1ylMpHEyCb91uA=,환자복 우포6000♥ 에눌가능,naver,cafe,2011-01-01,2012-12-31,환자복 팔아요ㅎㅎ솔찌깋 이런건 하나씩있어야 쎈쑤잇는여자ㅎㅎ... 환자복 우포6000♥ 에눌가능,"['환자복', '여자', '환자복', '우포', '가능']"
2560,39주 4일 둘째 출산,https://cafe.naver.com/imsanbu/20737868?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjIwNzM3ODY4LCJpc3N1ZWRBdCI6MTYyNTQwODA2MDM4Mn0=.xKexRGtg995L-KbY0rZ0NMDFoOmA7UKQLXc_b1maOOw=,환자복 입고 동기 20분 체크 진통 확인 .수액달고 관장은 새벽에 봐서 넘어가고 제모하니 7시40분 . 첫애 아빠가 어린이집 등원 시키러 가니 답답해서 8 시쯤 밖으로 나와 티비봤어요ㅋ 진통은 똑같구요...,naver,cafe,2011-01-01,2012-12-31,39주 4일 둘째 출산 환자복 입고 동기 20분 체크 진통 확인 .수액달고 관장은 새벽에 봐서 넘어가고 제모하니 7시40분 . 첫애 아빠가 어린이집 등원 시키러 가니 답답해서 8 시쯤 밖으로 나와 티비봤어요ㅋ 진통은 똑같구요...,"['출산', '환자복', '동기', '체크', '진통', '확인', '수액', '관장', '새벽', '제모', '첫애', '아빠', '어린이집', '등원', '티비', '진통']"
2561,환자복 인증샷,https://cafe.naver.com/diplomaticclub/4223?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpcGxvbWF0aWNjbHViIiwiYXJ0aWNsZUlkIjo0MjIzLCJpc3N1ZWRBdCI6MTYyNTQwODA3MjkzNn0=.OFSryHuOMiu8wfhSQD5EV6464jyQrUPnjcMJ8Tr-4JQ=,환자복 입고도 즐거운 환자입니다. 애들을 이모한테 맏기고 보고는 싶다면서도 한결 즐거운 표정입니다. 가끔씩은 떠나는것도 좋은듯...,naver,cafe,2011-01-01,2012-12-31,환자복 인증샷 환자복 입고도 즐거운 환자입니다. 애들을 이모한테 맏기고 보고는 싶다면서도 한결 즐거운 표정입니다. 가끔씩은 떠나는것도 좋은듯...,"['환자복', '인증', '환자복', '환자', '이모', '기고']"
2562,미피6입니다~,https://cafe.naver.com/bricknara/282395?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJyaWNrbmFyYSIsImFydGljbGVJZCI6MjgyMzk1LCJpc3N1ZWRBdCI6MTYyNTQwNzk3MTc1M30=.nSkzN9jG1r9gWkLz2H3cqIG-BBl8aOL8W_9w_FWIllE=,환자복 입은 정신병자 (?)는 이렇게 두 얼굴을 하고 있습니다. 외계인은 이렇게 함께인 거 같아요. 개인적으로 SF는 정말 안 좋아해서 원하지 않는데 뜯으면서 불...,naver,cafe,2011-01-01,2012-12-31,미피6입니다~ 환자복 입은 정신병자 (?)는 이렇게 두 얼굴을 하고 있습니다. 외계인은 이렇게 함께인 거 같아요. 개인적으로 SF는 정말 안 좋아해서 원하지 않는데 뜯으면서 불...,"['환자복', '정신병자', '얼굴', '외계인', '개인', 'SF']"
2563,결국.. 탈출을 감행했습니다..!!!!,https://cafe.naver.com/dackshundfamily/1638?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRhY2tzaHVuZGZhbWlseSIsImFydGljbGVJZCI6MTYzOCwiaXNzdWVkQXQiOjE2MjU0MDc5NjY1NTJ9.-dGEsXBkRPtzg3j0M19v3UCd4_CGFSVfoX1MWr7IRU0,환자복 차림으로 부랴부랴 택시타고 집에 다녀왔네요..ㅠ ㅠ 울 타찌 저 보자마자 좋아서..쉬야 싸고..ㅠ ㅠ 왜 이제 왔냐며 제 옆을 떠나질 않아요.. 제 몸에 ...,naver,cafe,2011-01-01,2012-12-31,결국.. 탈출을 감행했습니다..!!!! 환자복 차림으로 부랴부랴 택시타고 집에 다녀왔네요..ㅠ ㅠ 울 타찌 저 보자마자 좋아서..쉬야 싸고..ㅠ ㅠ 왜 이제 왔냐며 제 옆을 떠나질 않아요.. 제 몸에 ...,"['결국', '탈출', '감행', '환자복', '차림', '택시']"
2564,지난 주...이런 저런 이야기들...,https://cafe.naver.com/hifikorea/4722?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhpZmlrb3JlYSIsImFydGljbGVJZCI6NDcyMiwiaXNzdWVkQXQiOjE2MjU0MDgwNTY4NzB9.JhjS5YeAnCUzPKy_LhLLZiToiPtrzt4c-qpx444p0FE=,'환자복 체크하러 린넨실 들어 갔더니 한 쪽 구석에 이 물픔이 있더라구요... 발이 달렸나... 그게 왜 거기 있었던거야? 도대체~~어쨌건 찾았으니 된거죠 모..ㅎㅎㅎ' 그렇게 마무리를 지었습니다. 주말에 올라...,naver,cafe,2011-01-01,2012-12-31,지난 주...이런 저런 이야기들... '환자복 체크하러 린넨실 들어 갔더니 한 쪽 구석에 이 물픔이 있더라구요... 발이 달렸나... 그게 왜 거기 있었던거야? 도대체~~어쨌건 찾았으니 된거죠 모..ㅎㅎㅎ' 그렇게 마무리를 지었습니다. 주말에 올라...,"['이야기', '환자복', '체크', '구석', '마무리', '주말']"
2565,환자복 핑크 운포1.0,https://cafe.naver.com/battlemonster/146036?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJhdHRsZW1vbnN0ZXIiLCJhcnRpY2xlSWQiOjE0NjAzNiwiaXNzdWVkQXQiOjE2MjU0MDc5NTQ1NzV9.jWjgOQ8Ff-8Ol62l91k4yS6J4aklbeFpBwb0dgUBnmY=,환자복 핑크 1.0 사이즈 소 이구요 160키 이상은 엄코에요(키잘몰라요) 150정도의 키 추천하고요 구성은 상의.하의에요 특별하자x주름ㅇ 노클레임.노개입.노리턴...,naver,cafe,2011-01-01,2012-12-31,환자복 핑크 운포1.0 환자복 핑크 1.0 사이즈 소 이구요 160키 이상은 엄코에요(키잘몰라요) 150정도의 키 추천하고요 구성은 상의.하의에요 특별하자x주름ㅇ 노클레임.노개입.노리턴...,"['환자복', '환자복', '사이즈', '이상', '요키', '추천', '구성', '하의', '특별', '주름', '클레임', '개입', '노리']"
2566,37주3일 초산 아들 낳았어용!,https://cafe.naver.com/imsanbu/21104375?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjIxMTA0Mzc1LCJpc3N1ZWRBdCI6MTYyNTQwNzk3NTE4OX0=.052w674FJURolmflLErAZ7ntrQuzR5mGMa04qNnRnpk=,환자복 환복 빈둥빈둥 놀다가 배가 조금씩 아파옴.. 그래도 계속 참을만함.. 가진통만 죙일 한 듯.. 17일 새벽6시쯤 부터 간격이 좁아지며 점점 더 아파옴....,naver,cafe,2011-01-01,2012-12-31,37주3일 초산 아들 낳았어용! 환자복 환복 빈둥빈둥 놀다가 배가 조금씩 아파옴.. 그래도 계속 참을만함.. 가진통만 죙일 한 듯.. 17일 새벽6시쯤 부터 간격이 좁아지며 점점 더 아파옴....,"['초산', '아들', '환자복', '환복', '진통', '새벽', '간격']"
2567,39주6일 자연분만 될줄 알았어요 ㅜㅜ,https://cafe.naver.com/imsanbu/14567303?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0NTY3MzAzLCJpc3N1ZWRBdCI6MTYyNTQwODA4MjA2MX0.oSYs7eqcH1r_U3LxGfzdwIcCgG6RYlpuW4yVHuUFjL4,환자복 환복 제모하고 관장하고 가족분만실로 갔는데... 그때부터 계속 배가 뒤틀리듯이 아픈거예요 태동기 달고 계속 태동검사하면서... 기다렸는데 점점 진통은 심해지는데 자궁문이 열릴 생각을...,naver,cafe,2011-01-01,2012-12-31,39주6일 자연분만 될줄 알았어요 ㅜㅜ 환자복 환복 제모하고 관장하고 가족분만실로 갔는데... 그때부터 계속 배가 뒤틀리듯이 아픈거예요 태동기 달고 계속 태동검사하면서... 기다렸는데 점점 진통은 심해지는데 자궁문이 열릴 생각을...,"['자연', '분만', '환자복', '환복', '제모', '관장', '가족', '분만실', '그때', '태동', '태동', '검사', '진통', '자궁문', '생각']"
2568,"안녕하세요.간호사 누나..""나, 남자인데?"" '널시스'~",https://cafe.naver.com/ben10alien/11310?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJlbjEwYWxpZW4iLCJhcnRpY2xlSWQiOjExMzEwLCJpc3N1ZWRBdCI6MTYyNTQwODAxMTQ5NX0=.dyB00Du4lMyBv8ZNzbDsnhs_D5CXhiQN8yEFMrLRiRQ=,환자복+옴니버스 슈트 설명: 이 외계인은 간호원을 모티브로 만든 외계인이며 상대방의 마음을 치유하는 능력이 있고 손에서 나오는 청진기를 많이 사용한다. 등에 걸쳐...,naver,cafe,2011-01-01,2012-12-31,"안녕하세요.간호사 누나..""나, 남자인데?"" '널시스'~ 환자복+옴니버스 슈트 설명: 이 외계인은 간호원을 모티브로 만든 외계인이며 상대방의 마음을 치유하는 능력이 있고 손에서 나오는 청진기를 많이 사용한다. 등에 걸쳐...","['안녕', '간호사', '누나', '남자', '시스', '환자복', '옴니버스', '슈트', '설명', '외계인', '간호원', '모티브', '외계인', '상대방', '마음', '치유', '능력', '청진기', '사용']"
2569,환자복삽니다,https://cafe.naver.com/cossamo/313322?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNvc3NhbW8iLCJhcnRpY2xlSWQiOjMxMzMyMiwiaXNzdWVkQXQiOjE2MjU0MDc5NTQ1Nzd9.1TNbzRhOx5KtI9s6qkOBHGtcTon8WFjLEXHueELBpMM=,환자복구해요 싸이즈는95~100구하고있구여 운포15000원 원해요,naver,cafe,2011-01-01,2012-12-31,환자복삽니다 환자복구해요 싸이즈는95~100구하고있구여 운포15000원 원해요,"['환자복', '환자', '복구', '이즈']"
2570,환자복대여 보증금,http://cafe.daum.net/sik4949/B7N7/4036?q=%ED%99%98%EC%9E%90%EB%B3%B5,"환자복대여 보증금 비급여 상,하 각각 20,000 원 입니다환자복을 반납하면 20,000원을 환불해 줘야하는거에요?",daum,cafe,2011-01-01,2012-12-31,"환자복대여 보증금 환자복대여 보증금 비급여 상,하 각각 20,000 원 입니다환자복을 반납하면 20,000원을 환불해 줘야하는거에요?","['환자복', '대여', '보증금', '환자복', '대여', '보증금', '급여', '상하', '환자복', '반납', '환불']"
2571,병원놀이환자복어떤걸로 할까요?,http://cafe.daum.net/edumom/6nXq/11147?q=%ED%99%98%EC%9E%90%EB%B3%B5,환자복도 가져오라는데...어떤걸로 해야 할까요?,daum,cafe,2011-01-01,2012-12-31,병원놀이환자복어떤걸로 할까요? 환자복도 가져오라는데...어떤걸로 해야 할까요?,"['병원', '놀이', '환자복', '환자복']"
2572,설소대 수술했어요 - 준비중&관심있는맘 참고하세요^^,https://cafe.naver.com/imsanbu/15248181?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE1MjQ4MTgxLCJpc3N1ZWRBdCI6MTYyNTQwODA2OTI5Mn0=.4nMLJdpgdJiFERfIBCrnz2mPJCF-aDKa--frqSb9OEs=,환자복도 겨우 갈아입히고 링거맞는데.. 간호사분 고생 많이 하셨어요..ㅋㅋㅋㅋ 8시 45분경부터 링거랑 항생제 반응 주사 맞고 준비시작. 9시 조금 넘어서 수술실로 이동 아무래도 아이들은 수술방까지...,naver,cafe,2011-01-01,2012-12-31,설소대 수술했어요 - 준비중&관심있는맘 참고하세요^^ 환자복도 겨우 갈아입히고 링거맞는데.. 간호사분 고생 많이 하셨어요..ㅋㅋㅋㅋ 8시 45분경부터 링거랑 항생제 반응 주사 맞고 준비시작. 9시 조금 넘어서 수술실로 이동 아무래도 아이들은 수술방까지...,"['설소대', '수술', '관심', '참고', '환자복', '링거', '간호', '고생', '분경', '링거', '항생제', '반응', '주사', '시작', '수술실', '이동', '아이', '수술']"
2573,조리원에 대해서 물어볼께요.. ^^,https://cafe.naver.com/cjsam/192105?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNqc2FtIiwiYXJ0aWNsZUlkIjoxOTIxMDUsImlzc3VlZEF0IjoxNjI1NDA4MDEzMjUyfQ==.s5BFvvcecFG86DaPT5XOYM2kL2-EiYy1rTFqBHt_S6A=,"환자복도 덥고 미치는 줄 알았습니다. 그래서 창문을 열어놨는데 창문 넘어로 들려오는 시끄러운 소음 소리에 잠도 제대로 자지도 못했습니다. 완젼 장난아니더군요.. 오토바이, 차 소리, 유흥가에서 노는...",naver,cafe,2011-01-01,2012-12-31,"조리원에 대해서 물어볼께요.. ^^ 환자복도 덥고 미치는 줄 알았습니다. 그래서 창문을 열어놨는데 창문 넘어로 들려오는 시끄러운 소음 소리에 잠도 제대로 자지도 못했습니다. 완젼 장난아니더군요.. 오토바이, 차 소리, 유흥가에서 노는...","['환자복', '창문', '창문', '소음', '소리', '자지', '장난', '오토바이', '소리', '유흥가']"
2574,서울아동병원ㅡ.ㅡ;;,https://cafe.naver.com/masanmam/269976?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im1hc2FubWFtIiwiYXJ0aWNsZUlkIjoyNjk5NzYsImlzc3VlZEF0IjoxNjI1NDA3OTk1OTUwfQ==.Usb1XxIWf56uC_Ffk3tZRSDkDm-e6XG9PeSZYtmjYhc=,환자복도 없어서 애기옷도 많이 필요하네여. 모유수유하는데 침대마다 커튼도 없고. 병실에 아기아빠들 있어서 아주 여러모로 불편... 애기낮잠도 한숨 못자구... 치료하러 들어와선 더 스트레스 받는것...,naver,cafe,2011-01-01,2012-12-31,서울아동병원ㅡ.ㅡ;; 환자복도 없어서 애기옷도 많이 필요하네여. 모유수유하는데 침대마다 커튼도 없고. 병실에 아기아빠들 있어서 아주 여러모로 불편... 애기낮잠도 한숨 못자구... 치료하러 들어와선 더 스트레스 받는것...,"['아동', '병원', '환자복', '애기', '모유', '수유', '침대', '커튼', '병실', '아기', '아빠', '불편', '애기', '낮잠', '한숨', '치료', '스트레스']"
2575,병원입원실에서 귀 쫑긋,https://cafe.naver.com/supermomstory/76711?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InN1cGVybW9tc3RvcnkiLCJhcnRpY2xlSWQiOjc2NzExLCJpc3N1ZWRBdCI6MTYyNTQwODAwNDU4Mn0=.YjzPXIfvpnnTXdPUrG7NzAnbF-_qIxO4D8A7cJ_f2FA=,환자복만 입었다뿐이지 그냥 보호자같아요^^ 제 목에서 쿠테타를 일으켜서 몇일간 진행 못한 엄마표의 모든것이 날아갈까봐 노심중이었는데 자체 파업하신관계로 포기하고 입원했는데 옆 침대분이...,naver,cafe,2011-01-01,2012-12-31,병원입원실에서 귀 쫑긋 환자복만 입었다뿐이지 그냥 보호자같아요^^ 제 목에서 쿠테타를 일으켜서 몇일간 진행 못한 엄마표의 모든것이 날아갈까봐 노심중이었는데 자체 파업하신관계로 포기하고 입원했는데 옆 침대분이...,"['병원', '입원실', '환자복', '보호자', '테타', '일간', '진행', '엄마', '노심', '자체', '파업', '관계', '포기', '입원', '대분']"
2576,병원격리 입원 3일째..,https://cafe.naver.com/uvacenter/13019?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InV2YWNlbnRlciIsImFydGljbGVJZCI6MTMwMTksImlzc3VlZEF0IjoxNjI1NDA4MDE0OTc3fQ==.rBqDsLXXyfjGH-t-bPmpRD7d-SChDaps_iIt6rPOQ2A=,환자복안에 티쪼가리 입고 누가 오면 금방이라도 나가서 놀기세. 책 갖고 와서 수양 쌓는 도인..밥때만 기다리는 밥팅이) 대학병원에서는 환자나 보호자들 표정이 다들 심각하네요..암튼 어젯밤엔 웬지 잠이...,naver,cafe,2011-01-01,2012-12-31,병원격리 입원 3일째.. 환자복안에 티쪼가리 입고 누가 오면 금방이라도 나가서 놀기세. 책 갖고 와서 수양 쌓는 도인..밥때만 기다리는 밥팅이) 대학병원에서는 환자나 보호자들 표정이 다들 심각하네요..암튼 어젯밤엔 웬지 잠이...,"['병원', '격리', '입원', '환자', '복안', '쪼가리', '수양', '도인', '밥때', '대학', '병원', '환자', '보호자', '어젯밤']"
2577,이 땅의 젊은 '놈'들에게,https://cafe.naver.com/neopride/56655?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im5lb3ByaWRlIiwiYXJ0aWNsZUlkIjo1NjY1NSwiaXNzdWVkQXQiOjE2MjU0MDgwMzA1NjR9.xkvQHdxdfHKz_s-qWrpGgxdSWl25du82gVz6dhHUfPc=,"환자복에 마스크 끼고 휠체어 타고 검찰에 출두하는 대형 비리 재벌 총수들에게 손가락질 하지 마라. 거침없이 팬티 내리는 여신도가 자기 사람이라는 따위의 망언을 일삼고, 권력에 아첨하고 백성들 위에...",naver,cafe,2011-01-01,2012-12-31,"이 땅의 젊은 '놈'들에게 환자복에 마스크 끼고 휠체어 타고 검찰에 출두하는 대형 비리 재벌 총수들에게 손가락질 하지 마라. 거침없이 팬티 내리는 여신도가 자기 사람이라는 따위의 망언을 일삼고, 권력에 아첨하고 백성들 위에...","['환자복', '마스크', '휠체어', '검찰', '출두', '대형', '비리', '재벌', '총수', '손가락', '팬티', '여신도', '사람', '망언', '권력', '아첨', '백성']"
2578,이쁜딸 네키목도리,https://cafe.naver.com/loveknitstory/15695?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImxvdmVrbml0c3RvcnkiLCJhcnRpY2xlSWQiOjE1Njk1LCJpc3N1ZWRBdCI6MTYyNTQwNzk3NTE4N30=.1i0CBoACRY6erQWshk1nFScp7AceSRH2VFXoi-gaJQ8=,환자복에 빨간색이 넘이쁘네요~~^^,naver,cafe,2011-01-01,2012-12-31,이쁜딸 네키목도리 환자복에 빨간색이 넘이쁘네요~~^^,"['목도리', '환자복', '빨간색']"
2579,"수술 한달전, 어제월치료",https://cafe.naver.com/chuldo/591582?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNodWxkbyIsImFydGljbGVJZCI6NTkxNTgyLCJpc3N1ZWRBdCI6MTYyNTQwODAwOTc1OX0=.wbnDgcabR1k1uXN7SdiwHCaVXtUw73AMeJuIRTjim6E=,환자복에 흰 붕대 감고 계시는데... 저도 곧 한다고 생각하니 쫒아가서 이것저것 물어보고 싶었는데... 거부감 갖으실것 같아서 ㅎ~ 치료 받으면서 간호사 선생님께 물어보니 요즘 하루에 서너분 수술...,naver,cafe,2011-01-01,2012-12-31,"수술 한달전, 어제월치료 환자복에 흰 붕대 감고 계시는데... 저도 곧 한다고 생각하니 쫒아가서 이것저것 물어보고 싶었는데... 거부감 갖으실것 같아서 ㅎ~ 치료 받으면서 간호사 선생님께 물어보니 요즘 하루에 서너분 수술...","['수술', '한달전', '제월', '치료', '환자복', '붕대', '생각', '이것저것', '거부', '치료', '간호사', '선생', '요즘', '하루', '수술']"
2580,[은빛마계왕] A BULE BIRD - 류칼레시안 세르피오 -,https://cafe.naver.com/kar9271/91198?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImthcjkyNzEiLCJhcnRpY2xlSWQiOjkxMTk4LCJpc3N1ZWRBdCI6MTYyNTQwODA4MjA2MH0.ir11eUJ7rbpkqfauUQ4wAsoOhNZJ9C-3WlxP3OaNQI4,"환자복에는 흙과 이물질들이 묻어있어 아주 거지꼴이었다. ""... 언제부터 류칼레시안이었던 거지..."" 나는 얼굴을 씻은후 머리에 물을 묻혔다. 으음... 그럼 류칼레시안으로 왔으니.. 한번 해볼까? ""...으음... 아!...",naver,cafe,2011-01-01,2012-12-31,"[은빛마계왕] A BULE BIRD - 류칼레시안 세르피오 - 환자복에는 흙과 이물질들이 묻어있어 아주 거지꼴이었다. ""... 언제부터 류칼레시안이었던 거지..."" 나는 얼굴을 씻은후 머리에 물을 묻혔다. 으음... 그럼 류칼레시안으로 왔으니.. 한번 해볼까? ""...으음... 아!...","['은빛', '마계', 'BULE', 'BIRD', '칼레', '시안', '세르', '피오', '환자복', '물질', '거지꼴', '칼레', '시안', '얼굴', '머리', '칼레', '시안']"
2581,출산후기남겨요~뿅뿅(초산),https://cafe.naver.com/imsanbu/19011662?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE5MDExNjYyLCJpc3N1ZWRBdCI6MTYyNTQwODAxNjY5NX0=.8tzyO3Muifakl9saQEmRAvSFbxaWuBFX5wyNgn77j2M=,환자복으로 갈아입자마자 관장에.. 제모ㅠ.ㅠ 굴욕은 아니었다~ 난 계속 아픈데.. 자궁은 여적 2센치... 강도는 점점 더 세진다... 그래도 덜 아팠던건지 배가...,naver,cafe,2011-01-01,2012-12-31,출산후기남겨요~뿅뿅(초산) 환자복으로 갈아입자마자 관장에.. 제모ㅠ.ㅠ 굴욕은 아니었다~ 난 계속 아픈데.. 자궁은 여적 2센치... 강도는 점점 더 세진다... 그래도 덜 아팠던건지 배가...,"['출산', '후기', '초산', '환자복', '관장', '제모', '굴욕', '자궁', '여적', '센치', '강도', '세진']"
2582,po분노wer,https://cafe.naver.com/worldssims2/240518?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Indvcmxkc3NpbXMyIiwiYXJ0aWNsZUlkIjoyNDA1MTgsImlzc3VlZEF0IjoxNjI1NDA4MDQwOTk3fQ==.tDoRejM-_WGjVOdYNKW6K0D4q_wFkTUVyhXWoZXTuDg=,환자복으로 갈아입혔어요 심트랜스포터로 이사보내기 잘가라 그동안많이 참았다 거지년아 쓔슈슈슈슛!!!!!!!!!!! 삐융!!!!!!!!!!!!! 아이좀 잘부탁드립니다...,naver,cafe,2011-01-01,2012-12-31,po분노wer 환자복으로 갈아입혔어요 심트랜스포터로 이사보내기 잘가라 그동안많이 참았다 거지년아 쓔슈슈슈슛!!!!!!!!!!! 삐융!!!!!!!!!!!!! 아이좀 잘부탁드립니다...,"['po', '분노', 'wer', '환자복', '트랜스포터', '이사', '그동안', '거지', '아이']"
